nominal;data;curs;cdx
1;10.10.2018;76,2110;Åâðî
1;11.10.2018;76,0710;Åâðî
1;12.10.2018;77,0824;Åâðî
1;13.10.2018;76,5047;Åâðî
1;16.10.2018;76,0540;Åâðî
1;17.10.2018;75,9236;Åâðî
1;18.10.2018;75,6512;Åâðî
1;19.10.2018;75,5692;Åâðî
1;20.10.2018;75,3241;Åâðî
1;23.10.2018;75,3702;Åâðî
1;24.10.2018;74,8584;Åâðî
1;25.10.2018;75,0806;Åâðî
1;26.10.2018;74,9851;Åâðî
1;27.10.2018;74,6658;Åâðî
1;30.10.2018;75,0399;Åâðî
1;31.10.2018;74,7918;Åâðî
1;01.11.2018;74,4189;Åâðî
1;02.11.2018;74,5803;Åâðî
1;03.11.2018;74,9906;Åâðî
1;07.11.2018;75,3158;Åâðî
1;08.11.2018;75,6817;Åâðî
1;09.11.2018;75,6711;Åâðî
1;10.11.2018;75,8076;Åâðî
1;13.11.2018;76,0926;Åâðî
1;14.11.2018;76,0737;Åâðî
1;15.11.2018;76,7556;Åâðî
1;16.11.2018;75,5358;Åâðî
1;17.11.2018;74,9022;Åâðî
1;20.11.2018;75,3218;Åâðî
1;21.11.2018;75,1825;Åâðî
1;22.11.2018;75,1483;Åâðî
1;23.11.2018;74,8048;Åâðî
1;24.11.2018;74,9385;Åâðî
1;27.11.2018;75,5655;Åâðî
1;28.11.2018;75,6217;Åâðî
1;29.11.2018;75,5191;Åâðî
1;30.11.2018;75,8897;Åâðî
1;01.12.2018;75,7484;Åâðî
1;04.12.2018;75,3874;Åâðî
1;05.12.2018;75,6562;Åâðî
1;06.12.2018;75,7051;Åâðî
1;07.12.2018;75,6071;Åâðî
1;08.12.2018;76,0777;Åâðî
1;11.12.2018;75,7075;Åâðî
1;12.12.2018;75,6197;Åâðî
1;13.12.2018;75,2168;Åâðî
1;14.12.2018;75,3916;Åâðî
1;15.12.2018;75,3890;Åâðî
1;18.12.2018;75,3814;Åâðî
1;19.12.2018;75,7761;Åâðî
1;20.12.2018;76,4742;Åâðî
1;21.12.2018;76,9377;Åâðî
1;22.12.2018;77,9717;Åâðî
1;25.12.2018;77,8886;Åâðî
1;26.12.2018;78,4309;Åâðî
1;27.12.2018;78,5237;Åâðî
1;28.12.2018;78,3880;Åâðî
1;29.12.2018;79,6581;Åâðî
1;30.12.2018;79,4605;Åâðî
1;10.01.2019;76,9066;Åâðî
1;11.01.2019;77,2105;Åâðî
1;12.01.2019;77,1282;Åâðî
1;15.01.2019;77,0692;Åâðî
1;16.01.2019;76,9498;Åâðî
1;17.01.2019;76,1350;Åâðî
1;18.01.2019;75,6330;Åâðî
1;19.01.2019;75,5841;Åâðî
1;22.01.2019;75,5481;Åâðî
1;23.01.2019;75,5541;Åâðî
1;24.01.2019;75,3861;Åâðî
1;25.01.2019;75,0306;Åâðî
1;26.01.2019;74,6312;Åâðî
1;29.01.2019;75,1932;Åâðî
1;30.01.2019;75,8811;Åâðî
1;31.01.2019;75,5706;Åâðî
1;01.02.2019;75,2006;Åâðî
1;02.02.2019;75,1480;Åâðî
1;05.02.2019;75,0565;Åâðî
1;06.02.2019;74,9127;Åâðî
1;07.02.2019;74,7703;Åâðî
1;08.02.2019;74,9656;Åâðî
1;09.02.2019;74,8954;Åâðî
1;12.02.2019;74,3243;Åâðî
1;13.02.2019;74,1459;Åâðî
1;14.02.2019;74,3872;Åâðî
1;15.02.2019;75,0471;Åâðî
1;16.02.2019;75,2492;Åâðî
1;19.02.2019;74,9055;Åâðî
1;20.02.2019;74,8151;Åâðî
1;21.02.2019;74,6816;Åâðî
1;22.02.2019;74,2963;Åâðî
1;23.02.2019;74,3332;Åâðî
1;26.02.2019;74,0876;Åâðî
1;27.02.2019;74,4898;Åâðî
1;28.02.2019;74,8249;Åâðî
1;01.03.2019;74,9691;Åâðî
1;02.03.2019;74,8048;Åâðî
1;05.03.2019;74,7438;Åâðî
1;06.03.2019;74,5058;Åâðî
1;07.03.2019;74,4158;Åâðî
1;08.03.2019;74,5730;Åâðî
1;12.03.2019;74,2896;Åâðî
1;13.03.2019;74,0672;Åâðî
1;14.03.2019;74,0237;Åâðî
1;15.03.2019;74,0613;Åâðî
1;16.03.2019;74,0686;Åâðî
1;19.03.2019;73,3610;Åâðî
1;20.03.2019;72,9995;Åâðî
1;21.03.2019;72,9389;Åâðî
1;22.03.2019;72,7870;Åâðî
1;23.03.2019;72,5900;Åâðî
1;26.03.2019;72,9229;Åâðî
1;27.03.2019;72,5808;Åâðî
1;28.03.2019;72,7182;Åâðî
1;29.03.2019;72,8884;Åâðî
1;30.03.2019;72,7230;Åâðî
1;02.04.2019;73,4967;Åâðî
1;03.04.2019;73,3162;Åâðî
1;04.04.2019;73,1725;Åâðî
1;05.04.2019;73,4223;Åâðî
1;06.04.2019;73,4392;Åâðî
1;09.04.2019;73,3617;Åâðî
1;10.04.2019;72,9708;Åâðî
1;11.04.2019;72,9460;Åâðî
1;12.04.2019;72,6551;Åâðî
1;13.04.2019;72,8398;Åâðî
1;16.04.2019;72,7018;Åâðî
1;17.04.2019;72,6515;Åâðî
1;18.04.2019;72,3602;Åâðî
1;19.04.2019;72,2440;Åâðî
1;20.04.2019;71,9232;Åâðî
1;23.04.2019;71,7210;Åâðî
1;24.04.2019;71,7453;Åâðî
1;25.04.2019;71,7150;Åâðî
1;26.04.2019;72,1111;Åâðî
1;27.04.2019;72,0882;Åâðî
1;30.04.2019;72,2024;Åâðî
1;01.05.2019;72,3096;Åâðî
1;07.05.2019;73,1099;Åâðî
1;08.05.2019;73,0817;Åâðî
1;09.05.2019;73,0888;Åâðî
1;14.05.2019;73,5231;Åâðî
1;15.05.2019;73,3712;Åâðî
1;16.05.2019;72,6891;Åâðî
1;17.05.2019;72,3651;Åâðî
1;18.05.2019;72,2464;Åâðî
1;21.05.2019;71,9631;Åâðî
1;22.05.2019;71,9654;Åâðî
1;23.05.2019;71,8427;Åâðî
1;24.05.2019;71,8369;Åâðî
1;25.05.2019;72,3186;Åâðî
1;28.05.2019;72,1863;Åâðî
1;29.05.2019;72,1680;Åâðî
1;30.05.2019;72,4118;Åâðî
1;31.05.2019;72,4229;Åâðî
1;01.06.2019;72,8436;Åâðî
1;04.06.2019;73,2180;Åâðî
1;05.06.2019;73,4239;Åâðî
1;06.06.2019;73,3690;Åâðî
1;07.06.2019;73,2708;Åâðî
1;08.06.2019;73,2605;Åâðî
1;11.06.2019;73,2148;Åâðî
1;12.06.2019;73,0448;Åâðî
1;14.06.2019;73,0141;Åâðî
1;15.06.2019;72,6993;Åâðî
1;18.06.2019;72,1077;Åâðî
1;19.06.2019;72,2291;Åâðî
1;20.06.2019;71,6377;Åâðî
1;21.06.2019;71,5457;Åâðî
1;22.06.2019;71,3490;Åâðî
1;25.06.2019;71,5973;Åâðî
1;26.06.2019;71,2323;Åâðî
1;27.06.2019;71,3816;Åâðî
1;28.06.2019;71,6635;Åâðî
1;29.06.2019;71,8179;Åâðî
1;02.07.2019;71,3962;Åâðî
1;03.07.2019;71,4080;Åâðî
1;04.07.2019;71,6034;Åâðî
1;05.07.2019;71,5420;Åâðî
1;06.07.2019;71,6593;Åâðî
1;09.07.2019;71,7067;Åâðî
1;10.07.2019;71,4626;Åâðî
1;11.07.2019;71,5631;Åâðî
1;12.07.2019;71,0073;Åâðî
1;13.07.2019;71,0114;Åâðî
1;16.07.2019;70,8574;Åâðî
1;17.07.2019;70,6771;Åâðî
1;18.07.2019;70,5552;Åâðî
1;19.07.2019;70,6068;Åâðî
1;20.07.2019;70,7941;Åâðî
1;23.07.2019;70,6546;Åâðî
1;24.07.2019;70,6350;Åâðî
1;25.07.2019;70,3241;Åâðî
1;26.07.2019;70,2940;Åâðî
1;27.07.2019;70,3110;Åâðî
1;30.07.2019;70,6417;Åâðî
1;31.07.2019;70,5980;Åâðî
1;01.08.2019;70,7355;Åâðî
1;02.08.2019;70,4727;Åâðî
1;03.08.2019;71,7077;Åâðî
1;06.08.2019;72,3732;Åâðî
1;07.08.2019;73,0730;Åâðî
1;08.08.2019;72,8914;Åâðî
1;09.08.2019;73,0432;Åâðî
1;10.08.2019;73,0196;Åâðî
1;13.08.2019;73,1231;Åâðî
1;14.08.2019;73,4149;Åâðî
1;15.08.2019;72,9037;Åâðî
1;16.08.2019;73,4550;Åâðî
1;17.08.2019;73,2227;Åâðî
1;20.08.2019;73,9484;Åâðî
1;21.08.2019;73,9766;Åâðî
1;22.08.2019;73,4989;Åâðî
1;23.08.2019;72,8312;Åâðî
1;24.08.2019;72,6243;Åâðî
1;27.08.2019;73,3955;Åâðî
1;28.08.2019;73,6091;Åâðî
1;29.08.2019;73,6583;Åâðî
1;30.08.2019;73,9558;Åâðî
1;31.08.2019;73,3847;Åâðî
